reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
d421b610-6aef-4a75-93a1-359cd379af8d,Deejith Dinakaran,https://play-lh.googleusercontent.com/a/ACg8ocKT5RUZmN3hY4IxyNF9y30QvQjyYOv8S0su6-Lue46bcJn1pw=mo,"I tried the Spanish Beauty Secrets hair growth serum and was amazed! Within weeks, my hair felt thicker and fuller. Definitely worth the investment.",5,0,,2024-06-21 10:24:36,,,
8163b7f4-140b-4f15-b121-f11fe5db05e0,Aani Laa,https://play-lh.googleusercontent.com/a/ACg8ocLVpkLNM20MzZW08FpPDCu2d7-U7swTrh8_alfpKDqXd5H87g=mo,"Worst experience , they're taking so long to deliver orders , i regret",1,0,11.0.9,2024-06-21 07:03:59,,,11.0.9
49d9bf11-dc46-499b-bcd9-ab204d4291a6,Mounika Nakka,https://play-lh.googleusercontent.com/a-/ALV-UjVSWX4pSDNgo4r4wZHChFA4RG_Vp09gKkBL_aQY4EKSepQy0qCyKA,Worst app ever.. not responding properly im fed up using this app,1,0,11.0.9,2024-06-20 06:19:28,,,11.0.9
1bc8cbe7-bc59-4bbf-bcd3-68c99d3ebd42,Nidhi Singh,https://play-lh.googleusercontent.com/a-/ALV-UjXMH1cAxlHAjZZoQVwCWP0bCrBqF60DyceeDxDFqQyGSkgocAE,"Disgusting service i didn't expect this from you guys, literally they are scamming people.i have not received my order yet you guys have failed 2 time to deliver my order and also you guys are not responding to any email. I want to cancel i don't want it anymore this is how you guys are giving service's to your customers? U guys are not even responding to any message or email very bad service pilgrim. I want to fixed this issue I'm really upset with the customer services",1,0,11.0.9,2024-06-19 04:23:58,"Hi Nidhi

Extremely sorry for the bad experience, could you please share your order number to me at
sai@discoverpilgrim.com

I'll personally look into this to give you a resolution",2024-06-19 04:23:22,11.0.9
ec0628dd-4d64-4345-9fee-796c9a1b02c9,Krishpreet Kaur,https://play-lh.googleusercontent.com/a/ACg8ocLWl2ZDCHko_42xTzKO2gNCpeM7Gvqj2vISJzj7WkrQfmH6bA=mo,Pilgrim's incorporation of Spanish Rosemary in their products is a game-changer for hair health.,5,0,,2024-06-17 20:25:18,,,
874255b1-dbeb-409a-a522-05733437bcb6,Kavitha U,https://play-lh.googleusercontent.com/a/ACg8ocK7SAM6JyhLGO7XTCW-m9g36T38wUH8RY36acjusnGZGp8rsA=mo,Don't trust the offer ..they will say but one get ...and they will send only one product...bad experience,1,0,11.0.9,2024-06-17 08:07:09,,,11.0.9
2e92a1be-e06e-4d60-a333-2a72ff5849da,Kadambini Maharana,https://play-lh.googleusercontent.com/a-/ALV-UjUTqv5_OFBONFnBPCjf49byoPDmkmTlyBTN2fkeN6d6dM2PQdNXdA,"The Patuá & AHA BHA Scalp Scrub has been perfect for getting rid of buildup, and my hair feels lighter and cleaner.",5,0,11.0.9,2024-06-15 18:32:29,,,11.0.9
41a9220e-4099-4823-8489-68bb1f2a8d61,devender singh,https://play-lh.googleusercontent.com/a/ACg8ocLeSaA6pirw_Qhv5YOSkT3NjQdsh6kzIS8GCYIWjK2eojIZJA=mo,Togood🙂,5,0,11.0.9,2024-06-13 08:17:12,,,11.0.9
311c4d7a-8702-4218-9237-9a778f4edc1d,Pritam Roy,https://play-lh.googleusercontent.com/a/ACg8ocLe1LNoX-wRZCjmu_J2RClD7DdlB6ZbmrVhP-W4uDwkcgDAcRU=mo,Worst app ever seen,1,0,11.0.9,2024-06-12 03:57:02,,,11.0.9
9ceded13-db63-4ed4-884b-d7a3db003f1b,Kumud Karnik,https://play-lh.googleusercontent.com/a/ACg8ocLWqA4an4B2uf45SiRQ82xFUNkt4x_Ws388Ri_02GL8baZ_Bw=mo,DIVYA,5,0,11.0.9,2024-06-11 10:30:13,,,11.0.9
38bb5c3f-d143-4765-adc9-9d298b10fc16,Kshitiz Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjUuoL5GhMkkkDHLKnozMMCVFp-jmn_74gbb-WU4yknpJdEdH-5g,Not user friendly. Lags a lot. Doesn't save addresses,1,0,11.0.9,2024-06-09 05:09:47,,,11.0.9
fec365ea-ca06-4b7c-a091-d0ca20f17c1d,Lata Devi,https://play-lh.googleusercontent.com/a-/ALV-UjXwzr8oleqZysPpPPkIDAgMGO6xGci-Sc9-1pRQeKBFJAEMslI,"Have to admit, the anti-aging serum has pleasantly surprised me with its effectiveness. Visible results with minimal effort",5,12,,2024-06-08 17:21:11,"Hey Lata,
We're thrilled to hear that our anti-aging serum has pleasantly surprised you with its effectiveness! Visible results with minimal effort are what we aim for. If you have any questions or need further assistance, feel free to reach out. Enjoy your rejuvenated skin!",2024-06-10 04:09:21,
7dd2c5ab-4880-4d82-b7a8-821a5723e236,Saurabh Chaudhary,https://play-lh.googleusercontent.com/a/ACg8ocJoCkYuAIPihG_4lRIx3aPKuZ-XGYp1phUqpg0s27QMIzxvCg=mo,My face care routine has never been this exciting. The products work and feel indulgent.,5,0,,2024-06-04 15:19:16,"We're delighted to hear that you're enjoying your face care routine with our products! It's wonderful that they work well and feel indulgent. If you have any questions or need further assistance, feel free to reach out. Happy pampering!





",2024-06-10 04:10:52,
3fff55a7-fa50-46a7-9835-3ca9f84ff228,Bethsy Shohe,https://play-lh.googleusercontent.com/a-/ALV-UjULl5s4nXZ8tvUklyxOWY1fcjZpfXoJhr98hp16rPJzU5j_t4n9,I absolutely love the products ♥️,5,0,11.0.9,2024-05-31 16:14:00,"Hey Bethsy,
We are glad that you loved our products. many more exciting products lined up ahead.",2024-06-03 05:19:24,11.0.9
61d947fc-b7b5-49c6-a4ae-bad50574b735,Guri Varshini,https://play-lh.googleusercontent.com/a-/ALV-UjXhaouuO8rH1uCVhPEKHTtZhjBpe2A7dVCFHAKoSVN3-zX-RJ0,Pilgrim's flash sales make me feel like beauty shopping is a festive occasion,5,0,11.0.9,2024-05-29 18:32:22,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping!,2024-05-27 04:16:52,11.0.9
6d7bef29-4bf5-42a5-855c-936070bf965b,Devesh Bhagat,https://play-lh.googleusercontent.com/a-/ALV-UjXxAIHRpF2Oj0x-qEiV7IUQme_szjJNPh-xll8mgcLPH3UMvpRN,"Been using the brightening serum from Pilgrim for weeks now. Significant change in my skin brightness, and the app made it effortless to buy.",5,3,11.0.9,2024-05-29 15:06:26,,,11.0.9
51d9f778-6515-4afd-89f5-d47a88320bb6,Shafil Siddiqui,https://play-lh.googleusercontent.com/a/ACg8ocL4oNqpyPqd6Nq6I8Yr-vccFJ_z965rzkjkQsLRfA2m3bfDFA=mo,Nice app,5,0,,2024-05-29 04:03:03,,,
f3b6ce74-c6c1-40c9-9ffb-5629a7221e15,Subhajit Sarkar,https://play-lh.googleusercontent.com/a-/ALV-UjV_h0ILRzsZJO3qKIRtZP93GMdC38eaXH_aL-zoycex43ZLOW5C,Good app,5,0,11.0.9,2024-05-21 13:20:48,Thank you very much. Keep using our app :),2024-05-22 04:52:50,11.0.9
bc37bf53-675f-4a43-bc8b-55af7a141a2c,Krutik Tare,https://play-lh.googleusercontent.com/a/ACg8ocKCp4r0mdLPKH_lbD4w03tI17iFh7UMM6KysvK_dBePqapk_g=mo,Nice,5,0,11.0.7,2024-05-20 05:30:22,,,11.0.7
d35a7aa5-d326-4b8e-a739-50dddc851748,Bhairavi,https://play-lh.googleusercontent.com/a-/ALV-UjWCIvnepcABGuMzmuzthnjXQ7fB_wpyj9lUXCY-SUl2esUEBnNq,Not able to change account details. Another person's account is linked with my mobile number and there are no options to change/update those details!!,1,0,,2024-05-19 05:04:18,,,
30d18798-dcc9-411b-b734-943644344af9,Keya Karmakar,https://play-lh.googleusercontent.com/a-/ALV-UjVFTG224NyNVSLsvkTpPijjuPu_sul6XnisCTBpOPv2RVDQwUo,Such a bad experience. They didn't provide my product. They didn't give my money back. They are seriously fraud. They Don't receive my call too. Such a bad .,1,3,11.0.9,2024-05-14 08:52:47,,,11.0.9
28109b67-f499-4403-b347-4e684317ebbf,Shruti Jaiswar,https://play-lh.googleusercontent.com/a-/ALV-UjUmsq3miU9t33j3FqPOheiIQr6wFBhqOGTd9UyBRljN9vl3XBBy,As i have requested for a return or exchange request but they straight away denied but the policy says that they would return it within 30 days . Please don't write if you don't follow your own guidelines 🙏,1,13,11.0.9,2024-05-10 12:47:54,,,11.0.9
b6a4c5c0-ac27-4534-900b-be1e932b57c3,Fact Guru,https://play-lh.googleusercontent.com/a-/ALV-UjW4szmc9fN6gaVNI0zPPyrBaoeEdCi45uoDbZZeq6Zt_LNNNXw,"Ordered the brightening serum off the Pilgrim app, and it's been a delightful experience. My skin has never looked better, thank you!",5,14,11.0.9,2024-05-08 05:56:38,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping!,2024-05-13 04:13:36,11.0.9
930e20ed-ee54-4b02-a15c-a092010544bd,vipul gupta,https://play-lh.googleusercontent.com/a/ACg8ocJAGOMYu10tzeYhHPHtBCbg0NhTB8ciYifrZ9zTM1ZpswjqNhA=mo,Have to delete my previous positive review to write this review. I updated the app and now it is not working properly. Showing no products under some section,4,14,11.0.9,2024-05-06 19:58:16,"Dear User, we are extremely sorry for the inconvenience. To help you with this, we would like to know your feedback in detail along with the screenshot of the issue faced. Kindly write to us at sai@discoverpilgrim.com. We will help you at the earliest.",2024-05-07 04:01:53,11.0.9
23faf369-ce4c-4409-aa49-37b41da2988b,Neeraj Magar,https://play-lh.googleusercontent.com/a-/ALV-UjUvUIa5plPGaJr5j2x9kVn2D3bN3QeC-gPufJu6NSu5sLJK6w,The 3% Redensyl Hair Growth Serum is a Korean beauty miracle in a bottle for my thinning hair.,5,0,11.0.8,2024-05-03 03:21:53,,,11.0.8
d7adea9c-b1e4-4e71-b676-ab935e07a39b,Renu Sharma,https://play-lh.googleusercontent.com/a-/ALV-UjX41U-OlJ6qH2JJxrn9-oXiJAa5qCn7j-qetXhmB5K5oKfWvkvl,"Totally wrost app , I ordered from this app, for 15 days they kept telling me that it will be delivered but later I did not receive my order, it is a fake app",1,21,11.0.8,2024-05-02 11:52:33,,,11.0.8
ac6a5f27-8789-4405-8bdb-77172c3fac90,SubrataMandal n TourMadam,https://play-lh.googleusercontent.com/a-/ALV-UjV3wjQ-HvUsJ5wePHQ2uihI-MLny-wUtDCuwmszo1k1fcWUCeRJ,very very very bad experience the gave me damaged product and can not even replace it in the first order my experience is very horrible 😕 😞,1,6,11.0.8,2024-05-02 05:42:16,,,11.0.8
863a3ac7-2548-4b78-98ca-355ee4ae7e21,snehal katke,https://play-lh.googleusercontent.com/a-/ALV-UjUFkhwHMbWuD7D8E10JzXNwc6zCeaRkYwjDfcLPDAXa2Y7kMkVK,"My order still hasn't arrived after five days. It was supposed to arrive on April 27th, however they were unable to do so. They stated that they were unable to find my address. On the other hand, I reside close to a famous location. Additionally, I never received a call from the delivery agent asking me to help him with the address; instead, they offered me the choice to either cancel or make another effort. I decided to retry on April 27th, but my package has still not arrived.",1,290,11.0.8,2024-04-28 12:41:43,,,11.0.8
a69a560b-024b-4834-ad2e-4f37d370114b,Ugsha Shekhawat,https://play-lh.googleusercontent.com/a-/ALV-UjXHYNGAZViennFEx4txXo_Av3EsEt-QoZUh_Vc76tKfackqiiJ8,The Patuá Strengthening Hair Oil is a game changer! My hair feels stronger already. A must-try for anyone with hair fall issues.,5,5,11.0.8,2024-04-27 04:47:07,"We're thrilled to hear that our Patuá Strengthening Hair Oil has been a game-changer for you! It's fantastic to know that your hair feels stronger already. Thank you for recommending it to others who may be experiencing hair fall issues. If you have any questions or need further assistance, feel free to reach out. We're here to help! 😊🌟",2024-04-29 03:59:48,11.0.8
f90e3ea3-530a-45fc-8482-af51a2293b3a,Archana Sharma,https://play-lh.googleusercontent.com/a/ACg8ocL_-rpqV7G2mRIQup5_H_Aa49gKjOaWm31sKKe2H-Dc8mF-BOY=mo,Can somebody tell me in how many days u guys receive your order beco it's been 6 days since i placed an order but there is no change in its tracking status it's still showing order placed only....,1,3,11.0.8,2024-04-26 01:54:46,,,11.0.8
ced8ab5d-5f40-461e-8c8d-9172da85fadd,RAMAN SHARMA,https://play-lh.googleusercontent.com/a/ACg8ocKC2P8RNMbLx1AN6e6llmWdPntCkEiOuuT9yGVK3kCUAJnhpg=mo,Very good👍,5,0,11.0.8,2024-04-24 00:40:49,"Dear friend, we are really glad that you like our product. Your support and voice are very important to us.",2024-04-29 04:00:17,11.0.8
1e1efad2-58ca-48fa-ab04-8b194c82ceda,Volgs Vidio,https://play-lh.googleusercontent.com/a/ACg8ocLEc_6lREyDB-2furp9qKo3Rs7pyZaIqaFGrwMHf0VcXl06Rg=mo,Pilgrim products infused with Spanish beauty secrets are my new self-care staples!,5,0,11.0.8,2024-04-21 09:33:20,"Thanks for your love. If you have any questions, please contact us at sai@discoverpilgrim.com.",2024-04-29 04:00:33,11.0.8
9920dca9-6724-41fc-ad7e-12350836a35b,Prince Rajbhar,https://play-lh.googleusercontent.com/a/ACg8ocJmzg_ww1YHI5MJgaiIagP9bm8Fj5J0CgfF2qDKWx1kpHdn_lA=mo,The navigation through categories in the app made it super simple for me to find a Squalane Peppermint Lip Balm that suits my needs.,5,1,11.0.8,2024-04-21 08:41:59,"Thank you for sharing your experience! We're delighted that our app's category navigation made it easy for you to discover the perfect Squalane Peppermint Lip Balm. If there's anything else you're searching for or if you have any questions, feel free to let us know. We're here to help!",2024-04-30 04:22:21,11.0.8
aa82eb52-553a-409f-ad74-871c805e4878,Rick Chowdhury,https://play-lh.googleusercontent.com/a-/ALV-UjVQwdnhLYWGF1D1YfGZCAd0vqlhThtRy_0BwHXuQG-mQ5LJvcQ,Spanish beauty secrets packed in these bottles have transformed my dull hair.,5,0,11.0.8,2024-04-21 08:10:15,"We're thrilled to hear that our products infused with Spanish beauty secrets have transformed your dull hair. If you need any further assistance or have questions about our products, feel free to reach out. Here's to continued hair transformation!",2024-04-30 04:22:54,11.0.8
7d1ea1f3-98c8-4fe9-a4ae-e5411e7d8c3d,Dharshini S,https://play-lh.googleusercontent.com/a-/ALV-UjVqjovBATIEWWJTsHyQf58bJTn-lQlMF73l8ibSo8KDfiQ9Un7C,Good,5,0,11.0.7,2024-04-19 15:53:43,,,11.0.7
5ff44db8-ecc1-432a-8fdf-d4aa296529cc,Kunja Naik,https://play-lh.googleusercontent.com/a/ACg8ocJADQ_l8dYqK-BzjMwQoD7gArDry_DtJYzWORqa0da9siCXTQ=mo,"The Pilgrim Beauty App is my new go-to for hair care needs. Affordable and effective, it's perfect for middle-class budgets like mine.",5,4,11.0.7,2024-04-16 13:00:48,"Hey, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at sai@discoverpilgrim.com. We would love to hear from you!",2024-04-30 04:24:19,11.0.7
13fa6974-90fd-44c5-9eb3-b76ae915bb5f,Neha Yadav,https://play-lh.googleusercontent.com/a-/ALV-UjUqZ_rfT7E2nvvF9NmkCUBc-i41qE703nIQQMDf7F8cRPBEbGKq,Very good product,5,0,,2024-04-16 13:00:19,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping!,2024-04-30 04:24:33,
3c4fc827-d539-4568-81c2-0a34a9f30299,M Ibrahim,https://play-lh.googleusercontent.com/a/ACg8ocKf7icH-9ClyA8y1W2TIEag31edlLCgrrNHik3HSnwxSawx9Q=mo,"The serum's anti-aging properties are no joke - my laugh lines are not as pronounced, making me feel years younger!",4,0,11.0.7,2024-04-16 08:42:47,"We're thrilled our serum made a difference! If you have any questions, feel free to reach out. Enjoy your youthful glow!",2024-04-30 04:25:14,11.0.7
2fd15e11-b316-4df8-95f0-570269270768,baseera mirza,https://play-lh.googleusercontent.com/a-/ALV-UjUFjEnNzzpvtR-9y-Ln_GtKbOnzrlIeurzat1bNaKrOA6Iw479sZQ,Will I get any discount by ordering first time,4,0,11.0.7,2024-04-16 08:28:05,,,11.0.7
818df19b-d19a-47bb-b724-15d43568cbc6,Mohd Kasim,https://play-lh.googleusercontent.com/a/ACg8ocJAa8_bNttBhvKb8pma3EDmRkJ-GBky9d2kIVP1uFnfjbs2jQ=mo,Spanish beauty secrets make the Pilgrim hair care line stand out. Affordability meets luxury!,5,0,,2024-04-16 01:55:44,We're thrilled you're enjoying the blend of Spanish beauty secrets in our hair care line! Combining affordability with luxury is what we aim for. Thanks for your kind words and for choosing Pilgrim!,2024-04-16 04:12:35,
c62ce1ac-51e5-4d1e-82d4-61a1fac70360,Roshni singh Rajput,https://play-lh.googleusercontent.com/a-/ALV-UjVAudcjMxV6R0lvFEe0A3YJsENIMcU4p53jrp0aVwLLOvZiZ6z-,Your app not working properly,1,2,11.0.7,2024-04-14 15:29:23,"Hello, can you tell us more detail about the issue at sai@discoverpilgrim.com? It will be very helpful for us to investigate and fix it.
Thank you!",2024-04-16 04:13:11,11.0.7
c5e45b64-38bc-480a-8a97-1da1bc4e5238,Tanmoy Kabiraj,https://play-lh.googleusercontent.com/a/ACg8ocKCE_U_ckfxTikgUZca7kHitf4dG_xuO9OiJIJ0UjPfzTBFYQ=mo,Loving the Korean beauty secrets infused in the products. My hair feels amazing with the Patuá & Keratin Hair Mask.,5,0,11.0.7,2024-04-12 09:36:24,We're glad to hear you're loving the Korean beauty-inspired products! The Patuá & Keratin Hair Mask is indeed a favorite for many. Thanks for sharing your positive experience. Here's to many more good hair days!,2024-04-15 04:37:26,11.0.7
1b69951d-93a9-41f9-80af-bf509967abcf,Swarnika Srivastava,https://play-lh.googleusercontent.com/a/ACg8ocLoTbwBB2VWucFwZ9eq9ykEZYL0f_RXGb9tVWlws9cXsCXrGw=mo,I have installed it but is not opening and if I am trying to login through their website they are not sending the OTP .what should I do?,1,2,11.0.7,2024-04-11 17:04:08,,,11.0.7
e010a597-a97a-4d89-b5e7-a7eb6bc4d3af,Vines Gaming,https://play-lh.googleusercontent.com/a/ACg8ocLppIOfzLf17b3Ez2xxtX5UunOUgfsHqFooMfOouJ_hvDjiGg=mo,Took advantage of the Pilgrim flash sale and got an amazing deal on the Argan Oil Hair Serum!,5,0,,2024-04-11 10:39:17,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping!,2024-04-16 04:14:04,
a23f6593-9d07-4bf2-bc67-0a9b609c3dbe,Hema bhadange,https://play-lh.googleusercontent.com/a/ACg8ocLs7W237ps1rbiSrwrHCVXQ8woTPU2SIm_rVn3IFGDN__QNgg=mo,"I Love pilgrim products, but app is really worst ,now cancelling the order because of this app ,it checks our lot of patience",1,3,11.0.7,2024-04-11 07:51:08,"Dear User,
We apologize for the issue. Could you please provide us more details about the issue at sai@discoverpilgrim.com so that we can check the issue and get it resolved as soon as possible.",2024-04-16 04:15:48,11.0.7
0408555b-f4ef-4a00-b465-f75ac500e585,Mona Roy,https://play-lh.googleusercontent.com/a/ACg8ocKHRT7aFWVBh6jzt1YQm3Bs9VqORJbfH3rD8o2g_uHhNiHxlw=mo,"Finally tried the Patuá & Keratin Smoothening Shampoo during the flash sale, and I'm hooked.",5,1,11.0.7,2024-04-11 02:36:08,We're delighted to hear you're hooked on our Patuá & Keratin Smoothening Shampoo! Thanks for sharing your positive experience.,2024-04-16 04:16:28,11.0.7
c1accd99-a37f-4bfd-aa71-1dadb3b30916,Deepak Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjWfTjcGl3oWLDFvdbUSRso-kzLBCpfcG6pFIRzvgPcchA-bty8,😊😊,5,0,11.0.7,2024-04-10 18:45:07,"Thank you so much for your encouraging star ratings!
",2024-04-16 04:16:43,11.0.7
b65d0339-afc1-47b9-8643-d19bd7450df8,Sushil Kumar Singh,https://play-lh.googleusercontent.com/a-/ALV-UjWpZ2DunlLbR7HeP9iqvLkki1UMwt3jAcAXJ9QwCe5BmyBJGBs,Loving the natural glow from Pilgrim's brightening serum! It's budget-friendly without compromising on quality. Five stars for the app!,5,0,,2024-04-10 16:18:50,We're glad to hear you're enjoying the results from our brightening serum! Providing quality products at affordable prices is important to us. Thanks for your support and positive feedback!,2024-04-16 04:17:26,
ebb52383-d765-4c0b-adc7-d95db3f668e4,Anmol Bishnoi,https://play-lh.googleusercontent.com/a-/ALV-UjU5h4By0G0zO2V2foKwj9hWxqL_XR-mw6McUnE-d1AUIkpt7csi,The Patuá Anti-Grey Hair Serum doubled as a growth tonic for my hair. The easy purchase process on the app was a bonus.,5,0,,2024-04-10 13:54:33,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping!,2024-04-16 04:19:40,
032d1a26-fe5a-4100-bc31-cc7904dab684,Ankit Jaat,https://play-lh.googleusercontent.com/a-/ALV-UjVhNi4EWNQG8_7700sJZtvE2uAhVV2nleo454smGapoNiKlY0c,"For anyone looking for an effective but affordable anti-aging solution, this serum is the perfect pick. It's transformed my skin!",5,9,11.0.7,2024-04-10 13:48:53,We're delighted to hear that our anti-aging serum has made a positive difference for your skin! Offering effective solutions at affordable prices is our goal. Thanks for sharing your experience!,2024-04-16 04:18:53,11.0.7
958872b6-e5fa-45a5-a0eb-b15f3bb312dd,SundaRa Moorthi,https://play-lh.googleusercontent.com/a-/ALV-UjWwgWe_3rB3Xp5DBO4mWPunvvC0aPj_VuA5HBNxQgz7NaJO0JOM,I always mark my calendar for the Pilgrim flash sales. They're too good to miss!,5,0,11.0.7,2024-04-10 04:32:00,Thank you for your encouraging words.,2024-04-16 04:17:41,11.0.7
e5a3ea9b-414e-4bd1-8c11-4a10a1ab2581,Arman Ali,https://play-lh.googleusercontent.com/a/ACg8ocIRcajk3G9OEvl8gcxHEih0FnEbXlF4d4aSt-zxLHaYgeCJ6A=mo,This is very best app I highly recommend this app....,5,0,11.0.7,2024-04-09 15:12:13,Thank you for your encouraging words.,2024-04-10 04:40:18,11.0.7
8dd50ee9-3fc6-4696-a07a-52aa1c0def55,Madhu Bharth,https://play-lh.googleusercontent.com/a-/ALV-UjX2r0I2cIRdq7ntEBxlXkWRcKf9DdbQyhqastFZ7-w-eCLds8_S,The app made it simple to get the best peeling solution for my skincare routine. Pilgrim's range of products is impressively effective.,5,4,11.0.7,2024-04-09 12:52:23,"We're thrilled to hear that our app simplified your skincare routine and helped you find the best peeling solution. It's great to know that Pilgrim's range of products has been impressively effective for you. If you have any questions or need further assistance, feel free to reach out. We're here to help!",2024-04-10 04:43:04,11.0.7
a70a0c46-5634-4db3-b960-3ae8cd73129a,Arpan Barman,https://play-lh.googleusercontent.com/a/ACg8ocIqSFPc95ZdDu8EoUBKNccKbiisVROS0nLo4Sp-AgFNFF3th3A=mo,"Pilgrim's shampoo selection on this app is fantastic. The smoothing ones , is particular, have given my hair a new lease of life.",5,6,11.0.7,2024-04-09 11:48:12,"We're thrilled to hear that you're loving Pilgrim's shampoo selection, especially the smoothing ones! If you need any further assistance or have questions about our products, feel free to reach out. Here's to happy, healthy hair!",2024-04-10 05:12:55,11.0.7
3d21444d-e422-4749-9d59-9822ae605938,Tapas kumar Bhunia,https://play-lh.googleusercontent.com/a/ACg8ocJvETI2rgGZcLK8V9UnskPw12ZIEAIM_BWu8jkTg1BhRq3xVA=mo,One of the best apps that I ever used for my girlfriend best and smooth interface no lagging I brought so much product for my girlfriend,5,0,11.0.7,2024-04-09 08:36:17,,,11.0.7
60bee70b-54e8-4a7c-9bbd-9310eb35fc71,Amar Basak,https://play-lh.googleusercontent.com/a/ACg8ocJqUcKHFtpx-feiBie0GEytC4u75CyOZ7VcZe-uWqd43GRPzQ=mo,Best application for your personal careproducts. They proide best offers. Highly recommended.,5,0,11.0.7,2024-04-09 07:10:43,,,11.0.7
